# nruns = 10
# regions = False
# lr = 0.01
# rmsize = 1000
# steps = 50
# playouts = 100
# train_size = 100
# epochs = 20
# batch_size = 5
n,epsilon,loss,eval_reach,eval_crash
7,0.30714285714285716,474.0980887413025,358,154
7,0.28877551020408165,353.0901647567749,332,180
7,0.27040816326530615,379.4598388671875,314,198
7,0.25204081632653064,135.36743278503417,298,214
7,0.23367346938775513,410.7201152801514,280,232
7,0.21530612244897962,384.08897104263303,331,181
7,0.1969387755102041,510.18379259109497,306,206
7,0.1785714285714286,464.75809993743894,312,200
7,0.1602040816326531,601.2663938999176,278,234
7,0.1418367346938776,214.71554775238036,308,204
7,0.12346938775510208,225.8306390762329,259,253
7,0.10510204081632657,796.5009353637695,322,190
7,0.08673469387755106,185.67233505249024,272,240
7,0.06836734693877555,239.9844978570938,318,194
7,0.05,276.15870361328126,339,173
8,0.95,24.035378926992415,210,302
8,0.9316326530612244,5641.9568893432615,256,256
8,0.9132653061224489,9521.39292831421,128,384
8,0.8948979591836734,12421.371072387696,283,229
8,0.8765306122448979,5888.1267013549805,24,488
8,0.8581632653061224,7837.262438964844,150,362
8,0.8397959183673469,5312.103395080567,204,308
8,0.8214285714285714,2113.8771057128906,236,276
8,0.8030612244897959,4926.711331176758,253,259
8,0.7846938775510204,3667.997677612305,161,351
8,0.7663265306122449,2691.774647903442,312,200
8,0.7479591836734694,1342.175331878662,318,194
8,0.7295918367346939,2243.9445014953612,346,166
8,0.7112244897959183,2104.335629272461,324,188
8,0.6928571428571428,1466.5351278305054,232,280
8,0.6744897959183673,2435.297504425049,224,288
8,0.6561224489795918,996.125824546814,286,226
8,0.6377551020408163,517.037922668457,327,185
8,0.6193877551020408,2107.6990461349487,282,230
8,0.6010204081632653,1297.0116619110108,304,208
8,0.5826530612244898,1852.698471069336,330,182
8,0.5642857142857143,819.8822649002075,346,166
8,0.5459183673469388,374.42953605651854,312,200
8,0.5275510204081633,588.1690364837647,268,244
8,0.5091836734693878,789.6658884048462,345,167
8,0.49081632653061225,1073.7798218727112,312,200
8,0.47244897959183674,316.3494079589844,350,162
8,0.45408163265306123,968.3100034713746,308,204
8,0.4357142857142857,193.44292948246002,323,189
8,0.4173469387755102,420.6311637878418,281,231
8,0.3989795918367347,1039.3957633018495,333,179
8,0.3806122448979592,702.6320137023926,308,204
8,0.3622448979591837,411.1870262145996,269,243
8,0.3438775510204082,806.250188446045,294,218
