# nruns = 10
# regions = True
# lr = 0.01
# rmsize = 1000
# steps = 50
# playouts = 100
# train_size = 100
# epochs = 20
# batch_size = 5
n,epsilon,loss,eval_reach,eval_crash
8,0.12346938775510208,71.49347321987152,360,152
8,0.10510204081632657,54.63437778949738,362,150
8,0.08673469387755106,68.68468956947326,362,150
8,0.06836734693877555,41.71091899871826,368,144
8,0.05,50.082583808898924,368,144
9,0.95,68.44680450111628,0,512
9,0.9316326530612244,2705.9007888793944,126,386
9,0.9132653061224489,3852.739633178711,256,256
9,0.8948979591836734,3657.021952819824,0,512
9,0.8765306122448979,5367.869552612305,154,358
9,0.8581632653061224,4424.771231079101,201,311
9,0.8397959183673469,4147.042541503906,253,259
9,0.8214285714285714,3168.4337776184084,283,229
9,0.8030612244897959,3491.69958190918,285,227
9,0.7846938775510204,2964.567074584961,266,246
9,0.7663265306122449,1016.0719940185547,258,254
9,0.7479591836734694,3199.194834899902,250,262
9,0.7295918367346939,1137.2688581466675,288,224
9,0.7112244897959183,670.1755218505859,344,168
9,0.6928571428571428,322.33717451095583,352,160
9,0.6744897959183673,628.9603672027588,324,188
9,0.6561224489795918,458.1696027755737,286,226
9,0.6377551020408163,1085.2220361709594,348,164
9,0.6193877551020408,339.16682929992675,342,170
9,0.6010204081632653,707.3298427581788,343,169
9,0.5826530612244898,191.569970703125,310,202
9,0.5642857142857143,375.99404468536375,331,181
9,0.5459183673469388,447.57456679344176,283,229
9,0.5275510204081633,329.1187155365944,304,208
9,0.5091836734693878,494.4494554519653,327,185
9,0.49081632653061225,364.90993654727936,329,183
9,0.47244897959183674,605.0369725942612,329,183
9,0.45408163265306123,308.8301649093628,308,204
9,0.4357142857142857,345.68068861961365,331,181
9,0.4173469387755102,234.77142639160155,364,148
9,0.3989795918367347,158.2667172431946,360,152
9,0.3806122448979592,96.64586305618286,365,147
9,0.3622448979591837,75.242467212677,362,150
9,0.3438775510204082,144.78579380512238,337,175
9,0.32551020408163267,179.7048830986023,327,185
9,0.30714285714285716,112.87149534225463,265,247
9,0.28877551020408165,620.7709591865539,356,156
9,0.27040816326530615,113.32025880813599,356,156
9,0.25204081632653064,104.99894795417785,362,150
9,0.23367346938775513,195.96778764724732,354,158
9,0.21530612244897962,182.3654896736145,350,162
9,0.1969387755102041,111.10840139389038,340,172
9,0.1785714285714286,74.32059979438782,358,154
9,0.1602040816326531,85.16864318847657,350,162
9,0.1418367346938776,83.64217481613159,344,168
9,0.12346938775510208,61.0634446144104,360,152
9,0.10510204081632657,120.75173864364623,352,160
9,0.08673469387755106,82.62751922607421,342,170
9,0.06836734693877555,92.08612964153289,344,168
9,0.05,76.25945148468017,356,156
